C:/Users/jimpe/OneDrive/Desktop/MS Data/JASMS data/20201107_0Percoll_2_5uL_PNNL_column_notrap_ms1.msalign
13488.0,0.6017800380375075,13514.0,3.2034145568942836,13530.0,28.706197560647322,13572.0,1.591418345498446,13545.0,0.6392033601992734,13587.0,33.22434462191824,13629.0,2.2973170882798906,13700.0,0.2751617307579887,13742.0,28.210198916929823,13784.0,1.1645474014222832,13713.0,0.0,13755.0,0.07168012179311724,13797.0,0.01473625762182469, 
